county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density
"Sacramento County, California",25372.0,484.0,0.019076146933627625,459201,1510023,347025,682500,144003,5469,231740,16335,6086,76865,1510023,737742,772281,99356,101293,102000,94932,100159,234363,197732,195044,95111,87826,117908,57619,26680,36.0,965.445,0.08800000000000001,1495461,1401166,977056,594627,94295,536029,29236,27434,45253,46057,63279,93941,69723,85746,40791,34569,63902,85289,31311,53402,48002,1.9076146933627625,1.6802393076131954,30.410199049948243,1564.0694187654397
"Merced County, California",9351.0,155.0,0.016575767297615233,89557,269075,158494,76008,8038,840,19487,556,501,5151,269075,135816,133259,21254,22886,22499,23338,21064,38509,32974,30749,14281,12201,16993,8987,3340,30.9,1935.646,0.13,266325,243180,128740,137831,23145,79606,5230,5097,8627,8577,12196,14954,9425,8924,3506,3070,50129,69764,21634,40992,35528,1.6575767297615234,3.4752392455635044,33.283285329369136,139.01043889223547
"Kings County, California",8228.0,83.0,0.010087506076810887,74406,150075,81154,49058,8784,1227,5737,285,204,3626,150075,82674,67401,11639,11665,11255,10441,12754,25059,20610,18001,7714,6370,8414,4632,1521,31.7,1390.309,0.135,133153,122207,74400,59881,10946,42735,2329,2404,4089,4685,6570,7666,5962,5610,1943,1477,53865,69985,21186,41785,35959,1.0087506076810886,5.482592037314675,49.5792103948026,107.94362979740475
"Kern County, California",33105.0,416.0,0.012566077631777677,281693,883053,465842,307030,45053,4202,40273,1153,1039,18461,883053,452646,430407,71173,72357,72906,65963,68554,135500,110974,102382,49204,42035,55461,26402,10142,31.5,8132.26,0.099,854578,777362,444554,401660,77216,267913,17667,15647,30030,28629,36738,47612,30489,35313,14736,11052,52479,71440,22553,45106,35973,1.2566077631777677,3.7489256024270343,31.89989728815824,108.5864200111654
"Riverside County, California",65902.0,1279.0,0.01940760523201117,737343,2383286,1154517,856468,144503,10064,147706,5846,5345,58837,2383286,1186188,1197098,158008,169403,177796,177697,170153,328917,303627,303884,142066,123126,186772,101900,39937,35.3,7206.559,0.09,2361744,2124439,1373585,957864,237305,718349,39712,30031,64175,65380,87029,124931,94201,116546,51748,44596,63948,84391,27142,50306,40480,1.940760523201117,2.765173797857244,30.938082966123243,330.7106762048295
"Contra Costa County, California",18567.0,241.0,0.012980018312059027,410878,1133247,288101,502951,93683,2376,182135,5251,3829,54921,1133247,553701,579546,65505,73025,76328,72857,68013,143793,151683,164203,78858,69200,99537,48565,21680,39.4,717.082,0.075,1128003,1063814,840658,355628,64189,392277,13870,11757,21416,22514,34834,54684,48475,74344,43088,67295,93712,128079,45524,75187,59757,1.2980018312059027,1.6383895126128725,36.2567030841467,1580.3590105455164
"Del Norte County, California",171.0,1.0,0.005847953216374269,13822,27424,5340,17172,758,1841,937,17,128,1231,27424,14575,12849,1584,1547,1849,1533,1474,4081,3448,3370,2151,1802,2808,1166,611,38.6,1006.228,0.158,24362,22829,13021,13596,1533,9799,879,829,1290,1115,1003,2012,1140,934,281,316,45258,61652,22832,45356,40332,0.5847953216374269,0.6235414235705952,50.401108518086346,27.25426046581888
"San Bernardino County, California",61351.0,1072.0,0.01747322782024743,714835,2135413,1127813,623262,168864,7409,145652,6037,4085,52291,2135413,1062472,1072941,154616,159351,160376,159896,169422,319211,273918,268397,128278,108605,141854,66406,25083,33.1,20059.898,0.103,2084508,1889161,1167704,871208,195347,630633,34198,31835,59404,58750,79401,117004,83245,95961,40547,30288,60164,77575,23956,46547,39737,1.747322782024743,2.87302737222261,33.4752574794665,106.45183739219411
"Stanislaus County, California",17574.0,396.0,0.022533287811539772,177068,539301,245973,229796,14338,2600,28599,3711,908,13376,539301,266844,272457,39410,41234,41604,39283,37852,77347,67919,66531,33381,26970,39540,19925,8305,34.0,1496.016,0.097,536175,501163,305445,246690,35012,172682,8860,8979,16576,17386,23456,32240,22512,25877,9042,7754,57387,75761,25101,49623,40569,2.2533287811539773,3.258662602146111,32.83287069743984,360.4914653319216
"Humboldt County, California",553.0,9.0,0.0162748643761302,42400,135768,15360,101305,1342,5919,4049,369,258,7166,135768,67666,68102,7364,7787,6803,9105,12763,18345,17028,15030,9122,9774,14208,5791,2648,38.0,3568.1740000000004,0.08800000000000001,134810,121755,75848,65631,13055,54267,3804,4175,6889,6159,8242,9925,5712,5664,1888,1809,45528,63753,26747,42593,36973,1.62748643761302,0.40731247422072947,31.229744858876906,38.04971394332227
"Plumas County, California",63.0,0.0,0.0,4309,18699,1629,15571,194,387,200,41,126,551,18699,9423,9276,859,893,827,992,698,1714,1844,2211,1592,2081,3160,1410,418,52.2,2553.062,0.046,18544,17897,12977,9297,647,8047,402,610,861,720,1189,1498,1057,1048,397,265,53270,71648,32710,56033,40080,0.0,0.3369164126423873,23.04401304882614,7.324146456294442
"Amador County, California",328.0,16.0,0.04878048780487805,12203,37829,5132,29763,749,270,466,69,10,1370,37829,20302,17527,1534,1540,1727,1978,1530,3744,4329,5105,3003,3387,6144,2555,1253,50.5,594.572,0.142,34174,32725,23231,17120,1449,14090,593,550,1479,1576,1713,2760,1948,2155,591,725,61198,78014,30100,51994,43642,4.878048780487805,0.8670596632213381,32.258320336249966,63.62391770887294
"Imperial County, California",12469.0,336.0,0.026946828133771757,93652,180216,151019,19773,3906,1076,2376,307,120,1639,180216,92250,87966,15092,13588,14616,13576,14006,26210,21833,20565,9536,8748,12428,6979,3039,32.4,4176.58,0.08900000000000001,170734,154851,78870,88182,15883,44057,3622,4272,5700,4444,5498,7086,5127,5278,1709,1321,45834,63186,17590,45736,34311,2.6946828133771756,6.918919518799663,51.96652905402406,43.14917947219974
"Yolo County, California",3164.0,58.0,0.018331226295828063,68725,214977,67809,101274,5215,533,29360,919,258,9609,214977,104375,110602,12467,12618,13052,20389,30396,29455,24981,23778,11704,10696,14761,7050,3630,31.0,1014.732,0.08,213606,201043,153567,68326,12563,73510,5640,3773,6430,5442,7435,12203,8701,11053,5690,7143,65923,92571,32598,60255,49132,1.8331226295828063,1.4717853537820325,31.968536168985516,211.85593831671812
"Alachua County, Florida",10044.0,74.0,0.007367582636399841,110327,263148,25229,161957,51979,870,15703,127,620,6663,263148,127298,135850,14162,13836,11817,22826,41246,40672,27916,26637,14640,14592,20853,9437,4514,31.3,875.033,0.096,260562,236620,193648,69927,23942,97048,12123,4828,10941,9260,12098,16862,10386,10921,4618,5011,49078,70309,27896,46014,39606,0.7367582636399841,3.816863514068129,41.92583641144907,300.7292296404821
"Baker County, Florida",1750.0,19.0,0.010857142857142857,9005,27785,674,22640,3770,67,206,9,30,389,27785,14753,13032,1573,1508,2372,1704,1969,3676,3513,4096,1778,1769,2451,1024,352,37.6,585.23,0.136,25164,22021,16486,8508,3143,8625,638,233,938,827,1154,1802,1128,1220,368,317,61769,73897,24070,44644,35984,1.0857142857142856,6.2983624257693,32.40957351088717,47.477060301078204
"Bay County, Florida",6655.0,132.0,0.019834710743801654,39992,182482,11453,139651,19650,989,4067,30,675,5967,182482,90768,91714,11389,11129,10582,10136,11442,26120,22103,24546,13502,11373,17440,9271,3449,39.4,758.5310000000002,0.105,177687,152436,112263,67805,25251,70199,4814,3858,6931,7327,10980,13186,9075,8859,2876,2293,51829,69260,28017,43702,34967,1.9834710743801653,3.6469350401683456,21.915586194802774,240.57289682293796
"Bradford County, Florida",1221.0,15.0,0.012285012285012284,7493,26979,1068,19990,5326,101,158,0,28,308,26979,14841,12138,1418,1668,1517,1387,1501,4166,3489,3458,1714,1864,2651,1603,543,40.1,293.964,0.112,23454,20552,13537,10327,2902,8993,1069,617,991,836,1195,1925,1049,945,271,95,46197,57048,20481,42369,33407,1.2285012285012284,4.52574224396753,27.773453426739316,91.7765440666204
"Brevard County, Florida",11055.0,366.0,0.03310719131614654,119049,576808,57695,431690,55699,1577,13522,492,1722,14411,576808,282023,294785,27189,27561,32298,31681,31303,63768,59144,79016,48320,43445,71603,43147,18333,47.2,1015.181,0.101,571935,510341,383031,224697,61594,228888,12747,11298,23662,23929,32989,44671,28041,30189,10953,10409,54359,73762,30987,50501,39170,3.310719131614654,1.9165822942816328,20.639276847755234,568.1824226418737
"Broward County, Florida",83450.0,1520.0,0.01821449970041941,643892,1909151,554609,710438,524739,3188,67313,946,10121,37797,1909151,929712,979439,111571,109519,116309,112757,114287,257952,255231,278165,133090,116289,168797,90807,44377,40.1,1203.105,0.079,1897256,1619933,1181016,582981,277323,682088,44143,29764,66587,67609,91913,122637,82582,93240,38323,45290,57333,82204,31464,46308,40321,1.8214499700419409,4.3710528920970635,33.72661460513076,1586.8531840529297
"Calhoun County, Florida",702.0,14.0,0.019943019943019943,5254,14444,837,11119,1775,157,117,0,31,408,14444,8048,6396,656,948,773,904,869,2064,1824,1948,965,833,1531,809,320,40.2,567.335,0.146,12409,10134,5717,5967,2275,4556,372,374,700,604,753,692,545,398,75,43,38609,53151,18921,34667,33217,1.9943019943019942,4.860149543062863,36.37496538355026,25.459384666907557
"Charlotte County, Florida",3509.0,157.0,0.04474209176403534,39463,176954,12443,148899,9374,382,2209,115,409,3123,176954,86278,90676,5386,5770,6632,6878,7068,13070,13282,19905,14764,15153,37174,22535,9337,58.6,681.107,0.08,173508,153951,107759,93573,19557,76150,3989,3824,9381,8860,12694,15455,8896,7877,2550,2624,49225,66950,30528,40153,36244,4.474209176403534,1.983001231958588,22.301276037840342,259.80352573090573
"Citrus County, Florida",3162.0,130.0,0.041113219481340925,29476,143087,7873,126367,3894,440,2415,5,118,1975,143087,69376,73711,5454,5233,6652,6350,5753,11280,11475,16471,11412,11649,28067,17032,6259,56.2,581.911,0.08800000000000001,140931,126341,81126,80673,14590,62762,4969,3906,9128,8583,11098,11683,5599,5142,1414,1240,41424,56165,25983,38757,32799,4.111321948134092,2.2098443604240776,20.600054512289727,245.89155386304782
"Clay County, Florida",5948.0,117.0,0.01967047747141896,55256,207291,20037,152228,20242,205,6016,100,780,7683,207291,102225,105066,11571,14339,13839,14590,11925,25819,26825,29895,15183,12374,19606,8804,2521,39.5,604.781,0.104,204438,183269,146020,66348,21169,73398,3653,1965,6162,6807,9541,15541,10881,11510,4600,2738,62653,78932,29138,49708,40114,1.9670477471418961,2.869396162882132,26.656246532652165,342.75382328479236
"Collier County, Florida",14087.0,253.0,0.01795982111166324,89967,363922,100061,230233,24703,659,4406,0,559,3301,363922,179336,184586,16696,17191,19112,18503,17710,35059,35867,43314,22936,25255,57288,40319,14672,50.3,1996.315,0.065,362009,302275,223351,153160,59734,140942,5842,4319,11331,12886,18074,26143,17628,19900,9424,15395,65675,106539,43256,42175,38407,1.795982111166324,3.870884420287864,24.72150625683526,182.29688200509437
"Columbia County, Florida",4211.0,71.0,0.016860603182142008,19229,69105,4120,50262,12099,184,625,47,41,1727,69105,35683,33422,4129,4656,3826,4274,4406,8716,8083,8942,4633,5016,7276,3789,1359,40.7,797.55,0.128,64352,56341,36914,28395,8011,24985,2092,1602,3017,2944,3938,4735,2685,2570,800,602,44491,62378,23901,40989,35294,1.6860603182142009,6.0936256421387744,27.82577237537081,86.64660522851233
"DeSoto County, Florida",1652.0,29.0,0.017554479418886198,11834,36399,11352,20017,4402,45,194,46,20,323,36399,20657,15742,1872,2100,1873,2475,2161,5185,4374,4317,1997,2285,4289,2771,700,40.6,636.693,0.123,34677,28284,13204,20053,6393,11996,1010,755,2483,1740,1850,2131,1004,634,231,158,35057,48458,18311,28839,29763,1.7554479418886197,4.538586224896289,32.511882194565786,57.16883961344007
"Dixie County, Florida",885.0,11.0,0.012429378531073449,5669,16437,647,13878,1334,38,16,5,0,519,16437,9218,7219,733,797,973,897,667,1757,1942,2301,1256,1382,2200,1282,250,47.3,705.105,0.112,14879,12318,6514,8083,2561,6520,634,594,937,800,1428,1029,346,447,179,126,38237,51366,20527,40159,35970,1.242937853107345,5.384194196021172,34.489262030784204,23.311421703150593
"Duval County, Florida",34260.0,513.0,0.01497373029772329,310764,924229,86184,494360,269513,1766,42474,668,3110,26154,924229,448163,476066,62490,58528,56246,54020,64238,151026,116941,120835,62214,54211,74998,33953,14529,36.1,762.935,0.123,904689,796445,586484,307637,108244,354387,25497,16407,33946,36980,52510,66330,45800,45203,15313,16401,53473,74331,30012,45788,39181,1.497373029772329,3.706873512949713,33.62413427840936,1211.4125056525131
"Escambia County, Florida",13296.0,269.0,0.02023164861612515,103324,311522,17293,201285,67770,1410,9532,359,373,13500,311522,154520,157002,18844,17547,18441,21626,26479,44841,33877,37930,21588,19877,29535,15337,5600,37.2,656.97,0.117,296511,266266,204093,107812,30245,118740,6987,5131,12470,15024,20551,23962,14051,13003,3771,3790,49286,65836,26730,42764,34050,2.023164861612515,4.268077374952652,33.16748094837604,474.1799473339726
"Flagler County, Florida",2076.0,37.0,0.017822736030828516,23068,107139,10828,80249,11094,120,2701,14,306,1827,107139,51187,55952,4331,5068,5767,6053,4472,9312,10776,13127,7924,8729,18506,9682,3392,50.9,485.145,0.08800000000000001,106747,93210,67066,46436,13537,40629,2204,1539,4170,4380,6207,8846,5704,4924,1472,1183,53872,68685,27689,42014,33855,1.7822736030828517,1.93766975611122,21.53090844603739,220.83913056921128
"Franklin County, Florida",747.0,4.0,0.00535475234270415,5462,11736,639,9030,1577,8,53,63,176,190,11736,6714,5022,516,561,554,505,634,1707,1395,1579,856,914,1559,686,270,45.0,545.141,0.092,10125,8269,5386,4785,1856,4297,378,324,469,548,648,647,482,547,99,155,42855,66555,25037,38306,36964,0.535475234270415,6.365030674846625,46.540558963871845,21.528375227693388
"Gadsden County, Florida",3051.0,55.0,0.01802687643395608,18259,46017,4659,14961,25464,68,280,15,103,467,46017,21785,24232,2699,2907,2914,2433,2936,5589,5976,6266,3036,3647,4489,2237,888,40.7,516.294,0.18,43046,36612,23028,19410,6434,17080,1980,840,2098,2277,2982,3152,1605,1522,411,213,40922,52613,20158,37202,33793,1.802687643395608,6.630158419714453,39.67881435121803,89.12944949970365
"Gilchrist County, Florida",602.0,18.0,0.029900332225913626,5016,17615,998,15232,1079,4,38,0,0,264,17615,9249,8366,851,773,1111,1507,1483,1782,1829,2270,1382,1110,2028,1060,429,42.5,349.695,0.128,16285,13340,8762,6620,2945,6511,490,343,841,945,1104,1076,954,496,147,115,42357,56315,21379,37574,32596,2.9900332225913626,3.4175418677263694,28.475730911155267,50.37246743590843
"Glades County, Florida",595.0,6.0,0.01008403361344538,1661,13363,2790,8053,1762,516,54,0,12,176,13363,7303,6060,439,664,744,745,715,1575,1543,1720,917,838,1889,1244,330,47.2,806.618,0.184,12147,9731,5312,6322,2416,4433,279,422,504,696,795,852,298,410,96,81,39879,53454,21020,41576,26925,1.008403361344538,4.452592980618125,12.429843597994463,16.566701958052015
"Gulf County, Florida",934.0,15.0,0.016059957173447537,6198,16055,760,12001,2850,59,86,27,20,252,16055,9586,6469,781,767,583,801,946,2337,2026,2326,1234,1059,1904,956,335,44.3,553.4209999999998,0.114,13627,12072,8651,5900,1555,5359,269,397,715,727,896,819,721,593,158,64,44291,57476,21255,37162,35538,1.6059957173447537,5.81750233572096,38.604796013702895,29.01046400479925
"Hamilton County, Florida",901.0,9.0,0.009988901220865706,5770,14269,1332,7832,4836,83,8,0,15,163,14269,8281,5988,669,865,732,813,1057,1986,1781,2019,1248,748,1487,652,212,41.5,513.7819999999998,0.134,10987,9419,5587,5420,1568,4485,640,422,630,562,518,895,351,339,29,99,34583,48405,15097,40309,28155,0.9988901220865706,6.3143878337655055,40.43731165463593,27.772479378413422
"Hardee County, Florida",1578.0,16.0,0.010139416983523449,8700,27228,11834,12865,2082,45,212,21,5,164,27228,14705,12523,1765,2078,2113,1973,1976,3672,3226,3333,1477,1409,2366,1382,458,35.1,637.582,0.15,25496,22393,10491,14689,3103,7772,770,503,1281,1140,1112,1316,629,653,232,136,37594,54735,18257,31787,27364,1.0139416983523448,5.795504627589247,31.95240193918026,42.70509518775624
"Hendry County, Florida",2191.0,43.0,0.0196257416704701,10978,40127,21219,13127,4407,571,324,0,87,392,40127,21437,18690,2840,2802,3319,2960,2921,5573,5030,5087,2571,1737,2968,1650,669,33.9,1156.229,0.123,39475,29143,15522,16671,10332,12027,1123,721,1939,1435,1994,1848,1509,969,240,249,40728,56431,18900,33562,27355,1.9625741670470103,5.460163979365515,27.35813791212899,34.70506275140997
"Hernando County, Florida",3609.0,165.0,0.0457190357439734,33209,182696,23507,143190,8689,515,2257,25,1177,3336,182696,87747,94949,8223,8849,10363,9935,8786,18423,18517,23024,13076,13183,27173,16713,6431,48.9,472.776,0.115,180731,157964,102030,87461,22767,73541,4908,3794,8889,9600,12596,14871,8458,7116,1938,1371,46030,59196,24551,41360,35617,4.57190357439734,1.975412707448439,18.177190524149406,386.4324754217642
"Highlands County, Florida",2545.0,110.0,0.04322200392927309,23622,102101,20005,69021,9162,231,1490,15,85,2092,102101,49727,52374,4835,4612,5231,4569,4807,9689,8984,10261,6473,7108,17349,13314,4869,53.4,1017.29,0.106,100987,88201,52489,58656,12786,41026,3214,2579,6672,6434,6937,7808,3305,2410,849,818,37314,55174,23722,35994,30834,4.322200392927309,2.492629846916289,23.135914437664663,100.36567743711232
"Hillsborough County, Florida",46907.0,759.0,0.016180953802204363,360281,1378883,386478,682935,213409,2483,54617,723,5332,32906,1378883,673286,705597,87034,87580,87895,88614,92002,208393,186834,187388,85819,77648,112780,54018,22878,36.9,1021.848,0.099,1367433,1189311,868598,441365,178122,516478,35090,23693,50492,50225,71260,92616,62903,68951,28785,32463,56137,79843,31173,48321,40541,1.6180953802204363,3.4018114662375267,26.128467752521424,1349.4012808167165
"Holmes County, Florida",885.0,12.0,0.013559322033898305,5750,19430,533,16894,1315,216,141,71,5,255,19430,10484,8946,898,1169,1037,1088,1177,2484,2363,2669,1378,1318,2165,1240,444,42.5,478.857,0.122,17620,14284,9074,7864,3336,7016,691,746,997,828,1059,1198,804,534,63,96,38608,49636,18574,36971,33455,1.3559322033898304,4.554812146165723,29.593412249099334,40.5757877612732
"Indian River County, Florida",3714.0,125.0,0.03365643511039311,41504,150984,18512,114195,13317,228,1929,58,76,2669,150984,72290,78694,6447,7330,6796,7661,7109,13465,13757,17784,10142,12758,24936,15117,7682,52.9,502.784,0.076,149716,131642,90249,72942,18074,57403,2988,2751,6583,6729,8208,10695,6709,6579,2486,3675,52336,84405,35172,40580,33514,3.365643511039311,2.459863296773168,27.489005457531924,300.29595213849285
"Jackson County, Florida",3100.0,83.0,0.026774193548387098,17969,48472,2314,31672,13007,302,134,58,90,895,48472,26784,21688,2371,2192,2826,2922,2791,6515,6719,6590,3546,3019,5123,2900,958,41.6,918.177,0.139,40870,36236,25368,17510,4634,16894,1703,1399,2294,2326,2457,3158,1754,1245,345,213,39002,51417,18882,36774,30636,2.67741935483871,6.39544479287011,37.07088628486549,52.79156415375249
"Jefferson County, Florida",659.0,9.0,0.013657056145675266,4275,14105,565,8383,4847,77,30,0,0,203,14105,7507,6598,611,746,574,517,747,1664,1844,2035,959,1307,1975,842,284,47.2,598.077,0.115,11791,11039,7873,5330,752,5771,516,283,712,808,633,1230,555,713,213,108,48173,61993,23448,43971,34897,1.3657056145675266,4.672102091456931,30.30840127614321,23.583919796280412
"Lafayette County, Florida",1272.0,16.0,0.012578616352201259,2833,8744,1263,5806,1339,13,0,187,0,136,8744,5066,3678,543,467,546,574,468,1329,1313,1183,664,480,701,339,137,39.1,543.373,0.135,7204,5938,4027,2782,1266,2095,245,207,253,264,212,233,305,263,54,59,39543,58488,19870,40194,41627,1.257861635220126,14.547118023787739,32.39935956084172,16.092076713417853
"Lake County, Florida",8445.0,225.0,0.02664298401420959,94150,335362,50061,236868,33118,1234,6445,201,1324,6111,335362,162402,172960,16662,17593,19738,18031,16249,35434,36342,42073,21764,23325,47920,30731,9500,46.8,950.698,0.099,331957,293587,211711,140918,38370,130190,7066,6322,14467,15381,19746,25344,17767,15076,5304,3717,51884,66691,27052,42269,36386,2.664298401420959,2.5181743906584524,28.074140779217682,352.7534506225952
"Lee County, Florida",22711.0,506.0,0.022279952445951302,159468,718679,149116,487378,58965,1181,11224,211,1814,8790,718679,351918,366761,33878,34888,38402,37240,36430,77857,74602,86752,48381,52227,110307,64088,23627,48.1,782.0169999999998,0.079,713427,611685,440211,306220,101742,271861,16873,11478,26419,29204,39161,54029,33559,34368,12656,14114,54691,77846,31924,41346,36930,2.2279952445951303,3.160103467612105,22.189044065570304,919.0068758096054
"Leon County, Florida",11991.0,112.0,0.009340338587273787,100027,288102,18050,163785,88415,494,10061,68,601,6628,288102,136894,151208,14957,14656,15211,25901,47346,41665,30835,30364,15926,15541,22377,9317,4006,30.7,666.832,0.084,284753,261303,218044,73799,23450,112918,10681,5308,11089,11879,16308,18001,13699,14204,5942,5807,51201,73745,29754,47595,39635,0.9340338587273787,4.1620676010579585,34.71930080318776,432.0458526285481
"Levy County, Florida",1120.0,12.0,0.010714285714285714,9504,39961,3269,31997,3414,80,251,0,0,950,39961,19364,20597,2012,2422,2119,2248,1989,4256,4076,5108,2958,3372,5550,2842,1009,46.8,1118.233,0.123,39679,33542,19586,20440,6137,16433,1285,1497,2965,1929,2600,3143,1525,985,289,215,37634,50782,22025,36592,35144,1.0714285714285714,2.8027326643477393,23.78318860889367,35.735843960963415
"Liberty County, Florida",532.0,10.0,0.01879699248120301,3767,8365,484,6363,1215,90,20,0,34,159,8365,5110,3255,375,397,366,536,684,1171,1145,1185,624,577,810,396,99,40.3,835.563,0.122,6954,5666,3651,2940,1288,2381,230,102,287,459,427,318,199,271,74,14,37363,52360,17197,37841,39911,1.879699248120301,6.359832635983263,45.03287507471608,10.01121399583275
"Madison County, Florida",1073.0,24.0,0.022367194780987885,6435,18474,966,10057,7081,70,194,2,0,104,18474,9829,8645,921,1049,933,1139,982,2555,2170,2476,1339,1268,2157,1159,326,42.9,696.529,0.138,16422,14265,8935,7860,2157,6682,893,688,1063,642,1054,1006,591,450,179,116,35509,50429,19223,37344,29389,2.2367194780987885,5.80816282342752,34.832737901916204,26.522944486159226
"Manatee County, Florida",12971.0,327.0,0.025210084033613446,119440,373853,60515,267310,31631,844,7534,209,391,5419,373853,180595,193258,18190,20506,19330,19579,18459,38940,38814,46900,26653,27555,53930,32191,12806,48.0,743.133,0.081,370913,323667,238278,153176,47246,143652,7649,6388,14180,15706,20629,26598,16986,20901,7469,7146,56036,78296,32070,43650,37883,2.5210084033613445,3.4695455165532976,31.94838613037745,503.07683819720023
"Marion County, Florida",10694.0,345.0,0.03226108097998878,82658,348371,44391,246731,42216,908,5288,206,1051,7580,348371,167211,181160,17419,17867,18682,17686,17685,37013,34074,41372,24078,23612,54346,33370,11167,48.6,1588.4070000000004,0.12,339473,297640,189912,170470,41833,136514,9757,7462,18053,18832,22663,27026,14045,11997,3375,3304,43361,58779,24570,37956,33256,3.2261080979988783,3.069715906318264,23.727003682855347,219.32099266749637
"Martin County, Florida",5287.0,164.0,0.031019481747683,41839,157581,21094,123852,8564,308,2067,92,291,1313,157581,78002,79579,6439,6168,8600,8009,7055,14248,14823,20515,11861,12452,23548,15957,7906,51.9,543.785,0.073,154467,136704,102576,65038,17763,63865,3380,2425,7002,5956,8682,11698,7391,8357,3557,5417,57959,93768,40389,48007,41819,3.1019481747683,3.3550999168681503,26.550789752571692,289.78548507222524
"Miami-Dade County, Florida",181942.0,3612.0,0.01985248046080619,1032525,2715516,1845646,365131,436864,2321,41372,590,7370,16222,2715516,1318627,1396889,157507,148896,153683,157350,175212,388968,380348,403554,174395,152250,226265,135591,61497,39.7,1898.753,0.068,2690040,2202156,1402437,907603,487884,870051,82208,51145,101199,91492,116434,145327,92119,98564,40549,51014,48982,75744,26838,38247,32874,1.985248046080619,6.700089412104367,38.02316023915896,1430.1575823711669
"Monroe County, Florida",2186.0,25.0,0.011436413540713631,20662,76325,18206,51024,5024,98,970,107,93,803,76325,39822,36503,3550,2952,3185,3417,3621,9298,9553,11577,6463,6446,10193,4694,1376,47.3,983.027,0.054000000000000006,74327,61114,46856,24755,13213,30982,1656,1275,1937,2948,3861,5324,4608,4488,2002,2883,67023,99583,43477,43108,39879,1.143641354071363,2.8640681297084836,27.07107762856207,77.64283178386758
"Nassau County, Florida",2429.0,50.0,0.02058460271716756,23988,80578,3257,70385,4816,274,821,0,40,985,80578,39956,40622,4009,4120,5014,4500,4015,8749,9846,10950,6341,6199,10619,4782,1434,45.0,648.68,0.083,79567,70776,56073,27175,8791,31241,1552,1118,2056,3152,3720,5964,4252,5318,2192,1917,66297,88805,35335,54355,40248,2.058460271716756,3.0144704509915856,29.769912383032587,124.2184127767158
"Okaloosa County, Florida",6146.0,130.0,0.021151968760169216,44602,200737,18118,148420,18978,937,5887,292,455,7650,200737,101745,98992,13322,12467,11875,11067,14503,32144,23664,24689,14132,11871,17994,9712,3297,36.8,930.233,0.105,188311,165270,135026,62298,23041,77403,3679,2693,6925,7530,10070,15239,10981,12735,4071,3480,62048,79157,31901,47516,36408,2.1151968760169217,3.06171757075178,22.219122533464184,215.7921724987181
"Okeechobee County, Florida",1714.0,38.0,0.02217036172695449,12117,40572,10217,25805,3337,229,380,63,9,532,40572,21866,18706,2382,2295,2536,2586,2489,5014,5086,5199,2456,2736,4213,2609,971,41.1,768.8560000000001,0.124,37623,30797,17679,18173,6826,13759,1130,857,1967,1854,2628,2343,1410,1142,235,193,40367,54057,19943,37696,31165,2.217036172695449,4.224588386079069,29.865424430641824,52.76930920744586
"Orange County, Florida",45042.0,546.0,0.01212201944851472,394023,1321194,408324,539349,262987,1471,66884,696,10823,30660,1321194,648446,672748,82019,81450,83255,88442,106036,221344,186537,176464,79201,66182,90452,41714,18098,34.9,902.539,0.08900000000000001,1309805,1119368,836056,381927,190437,458613,31309,19572,45084,48923,65913,87057,53072,57164,23905,26614,54335,78465,28859,42516,36397,1.212201944851472,3.409188960894464,29.823250786788314,1463.8636114339658
