county_state,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_workers_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,pop_density,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
"Jack County, Texas",39.7,4815,2637,51700,68400,25626,32456,56388,34067,9.70645706632709,0.1656864962678127,0.7751639900475006,0.04693508256050667,0.002601221443112418,0.0013571590137977834,0.0,0.0012440624293146346,0.007011988237955214,0.5640126668174621,0.4359873331825379,0.05575661615019226,0.050780366432933724,0.06525672924677675,0.07317349016059715,0.06819724044333861,0.13085274824700294,0.13243610042976703,0.13345396969011536,0.06299479755711378,0.0570006785795069,0.09760235240895725,0.05292920153811355,0.01956570911558471,0.8258719416970328,0.1741280583029672,0.0670886075949367,0.045253164556962024,0.13386075949367088,0.12151898734177215,0.11075949367088607,0.20379746835443038,0.10126582278481013,0.14018987341772152,0.03291139240506329,0.04335443037974684
"Kendall County, Texas",42.1,32693,11739,82390,120877,43241,37021,64886,45371,63.373456873986726,0.2356724310418751,0.7289076270782716,0.0068124434281358675,0.0007384117002524891,0.008789481206231242,0.0005954933066552332,0.0,0.01848411223857844,0.4862798342146634,0.5137201657853365,0.050926587585155544,0.06190748415987804,0.07441284359963794,0.07438902386737173,0.05357057786670478,0.09375446619979991,0.12202848839979039,0.13782097089228718,0.0771282930779858,0.06602829784193226,0.1085465199371159,0.056119289219189177,0.02336715735315135,0.9079685206132223,0.09203147938677769,0.03722014266544248,0.021682322197895332,0.045130305812557385,0.08510488028815594,0.09202627304188149,0.1719754219930786,0.13249523271417474,0.18271064340702026,0.09047249099512678,0.141182286884667
"Bosque County, Texas",46.7,10791,6652,50882,65377,26039,27515,42188,35702,18.435758168265714,0.1800573888091822,0.7817569804657323,0.015450833241364087,0.0032557112901445756,0.005076702350733915,0.0,0.0,0.014402383842842953,0.49304712504138615,0.5069528749586139,0.053526100871868446,0.05126365743295442,0.07140492219401832,0.05876834786447412,0.048283853879262775,0.0951881690762609,0.10114777618364419,0.12647610639002319,0.07890961262553801,0.0706875620792407,0.13933340690872972,0.07598499061913697,0.029025493874848252,0.820994599459946,0.179005400540054,0.04599322799097066,0.04740406320541761,0.12104966139954854,0.1131489841986456,0.1613995485327314,0.20146726862302483,0.12457674943566592,0.12401241534988713,0.03146162528216704,0.029486455981941308
"Bexar County, Texas",33.4,1205586,592223,55456,76006,26988,30196,43005,37258,1552.8476917308694,0.5999927305392642,0.2801001108592762,0.07083102917390367,0.0014866047204762536,0.027267227972884913,0.0008250837935161602,0.0013786013038297076,0.018118611636848896,0.49330041306114397,0.5066995869388561,0.07197908472296864,0.07210837727462724,0.07226415143325207,0.07234982722049572,0.07565172013614661,0.15855628509786512,0.13399745049627051,0.12185537407866076,0.056592751828399186,0.04843485914121706,0.06883504295472424,0.0338003961856101,0.01357467942976273,0.8486667967781582,0.15133320322184185,0.07180029530141928,0.04613847549851875,0.09833157859791898,0.10100320278734187,0.13299629766635998,0.18708641202452203,0.12511737757163588,0.13759338828342613,0.04943295171790178,0.0505000205509553
"Bailey County, Texas",33.5,3638,2624,46485,62434,21449,28543,40411,28184,8.575864720933719,0.6426959954878737,0.33079526226734346,0.0064861816130851666,0.01015228426395939,0.009870276367738297,0.0,0.0,0.0,0.5132543711223915,0.4867456288776086,0.06923293852227862,0.09235758601240834,0.05752961082910321,0.0775521714608009,0.08192329385222787,0.13254371122391426,0.1305696559503666,0.10081782289904118,0.051607445008460234,0.06486181613085167,0.06965595036661026,0.05865764241398759,0.012690355329949238,0.7939086294416243,0.20609137055837565,0.056371387967787775,0.05163429654192326,0.08242539081004263,0.1861676930364756,0.18048318332543817,0.15253434391283752,0.11890099478919944,0.09521553765987684,0.05210800568450971,0.024159166271909047
"Baylor County, Texas",47.3,2385,1282,40750,60098,25264,28344,41719,34821,4.139571932987581,0.10303536619326092,0.8493455861876914,0.031189083820662766,0.0,0.0,0.0,0.0,0.01642996379838485,0.4878863826232247,0.5121136173767753,0.04956836535783904,0.07351712614870509,0.05792258423837371,0.04901141743247006,0.0657198551935394,0.075744917850181,0.0985797827903091,0.13004734057365636,0.09690893901420217,0.06015037593984962,0.12197159565580618,0.09328877749930381,0.02756892230576441,0.8694910435029855,0.1305089564970145,0.052917232021709636,0.09769335142469471,0.10583446404341927,0.1689280868385346,0.14993215739484397,0.12008141112618724,0.13704206241519673,0.10922659430122117,0.016960651289009497,0.041383989145183174
"Cameron County, Texas",31.5,159381,161742,37132,53211,16587,22122,32335,27248,473.31852681502363,0.8949353882631891,0.09089270895080023,0.003966804979253112,0.0012874925903971547,0.006605809128630706,9.01007705986959e-05,0.0006449318316538233,0.0015767634854771783,0.4855672791938352,0.5144327208061648,0.0845334914048607,0.08491286307053941,0.08744279786603439,0.0859845880260818,0.07495198577356253,0.1218375815056313,0.12398340248962655,0.11148784825133373,0.052090100770598696,0.04430823947836396,0.07172495554238292,0.0415696502667457,0.015172495554238294,0.714252007912486,0.285747992087514,0.12648455574948247,0.08323253642894833,0.146511344725413,0.12409790153021878,0.1301619515363072,0.16195153630718026,0.09276291756301498,0.08721841133254861,0.02845313958680034,0.019125705240086048
"Denton County, Texas",35.2,628614,139994,83376,108579,39535,41981,64216,49842,918.5591639435875,0.19211644427152322,0.6001397688114819,0.09286448001169696,0.0033827026183109532,0.08223932435161768,0.0007682328290669565,0.001677721371865579,0.02681132573443678,0.49209029957363076,0.5079097004263692,0.06496028112365203,0.072020588639819,0.07336747426110252,0.07092152006016998,0.0667420856530041,0.14931596301082836,0.15491167181093543,0.1456730524988012,0.06145738724014834,0.04563550821699356,0.062360680356906104,0.024997304989672224,0.007636482137967182,0.885046680097519,0.11495331990248106,0.03577405119152692,0.020836716681376877,0.05333097969991174,0.06522506619593998,0.1089143865842895,0.16509796999117388,0.13341571050308915,0.19816769638128862,0.10362577228596646,0.1156116504854369
"Washington County, Texas",41.6,23670,11810,56237,76880,29604,30473,45341,32154,57.59172702355574,0.15757558340039085,0.6427175537418094,0.16585239682722153,0.0022703759052764686,0.01698471088630877,0.0010346016783538338,0.0,0.013564777560639153,0.4960052879641338,0.5039947120358662,0.06130014944246465,0.05529371192091045,0.06736406483503851,0.08802735946660535,0.061645016668582596,0.09621795608690654,0.10782848603287734,0.11547304287849178,0.06558225083342913,0.07322680767904356,0.11185193700425336,0.06069663179675825,0.035492585354638465,0.8840791940018744,0.11592080599812558,0.06372667797431548,0.05225749131734109,0.10847265972053953,0.10685728131814877,0.1194572328567967,0.20289152734027946,0.13019949923269525,0.11905338825619902,0.03989984653905177,0.057184395444632906
"Morris County, Texas",43.0,7701,4617,42961,56797,23438,27764,40670,30141,49.3037394489442,0.09465550547327753,0.6476175144880876,0.235592401802962,0.006036703155183515,0.001368319381841597,0.0004829362524146813,0.0,0.014246619446233098,0.4814069542820348,0.5185930457179653,0.05698647778493239,0.06551835157759175,0.06857694784288473,0.05996458467482292,0.050869285254346426,0.11123631680618158,0.12000965872504829,0.11043142305215711,0.06986477784932389,0.07413071474565357,0.11244365743721829,0.07171603348358016,0.028251770766258854,0.8547913950456323,0.14520860495436766,0.07606973058637084,0.06735340729001585,0.12420760697305863,0.12955625990491285,0.1901743264659271,0.16917591125198098,0.10637876386687797,0.09766244057052298,0.026347068145800318,0.013074484944532488
"Stephens County, Texas",38.6,4691,3359,45336,62311,24405,28803,49848,32279,10.451411308534093,0.2346350832266325,0.7158557405036279,0.023687580025608196,0.007042253521126761,0.004054630815194195,0.0,0.002774221084080239,0.01195049082373026,0.5130174989329919,0.48698250106700813,0.051109688433632096,0.07469056764831412,0.058898847631242,0.07789159197609902,0.052176696542893725,0.14447289799402477,0.10275288092189501,0.11192915066154503,0.06434058898847632,0.07042253521126761,0.10403329065300897,0.05313700384122919,0.034144259496372176,0.7912310286677909,0.20876897133220912,0.09026927784577723,0.07894736842105263,0.08629130966952264,0.12239902080783353,0.2047123623011016,0.15575275397796817,0.0908812729498164,0.10128518971848226,0.03274173806609547,0.03671970624235006
"Harris County, Texas",33.3,2643160,1294937,60146,89270,31901,33173,49579,41028,2699.105619682818,0.4256280739933293,0.30071158797033715,0.18576941386278786,0.001770116086329172,0.06907320180692199,0.0005336203643088801,0.0022663656433656062,0.014247620272620038,0.49718274085756875,0.5028172591424312,0.07665339206343999,0.07526567493524747,0.07452303877677526,0.06847027163145084,0.06992099767888178,0.162367683985501,0.14283622265440063,0.12526824961005084,0.05689118772464581,0.049525227793538455,0.061351350118185176,0.026939354784321554,0.009987348243561194,0.7983486174446247,0.20165138255537535,0.0611694703963281,0.040591454550277045,0.09351898280123727,0.0976099567662739,0.12715426596761828,0.17514205998663707,0.11695777543975759,0.1417947490536702,0.06227336395774891,0.0837879210804516
"Andrews County, Texas",31.2,11313,4332,74233,94962,31190,40478,72970,35194,11.872959730689448,0.5600516331799305,0.40492760130205413,0.01801548995397912,0.0,0.003535750364799641,0.0011785834549332137,0.0,0.012290941744303513,0.5108317431810528,0.48916825681894716,0.08704680660006735,0.09170501739813672,0.08132225839039174,0.08199573465035358,0.06246492311146032,0.15040969805814344,0.12307778650802559,0.11976652822987989,0.05045459647547424,0.048321921652261755,0.05853631159501627,0.031597261196542825,0.013301156134246268,0.8178279266572638,0.18217207334273625,0.054829339143064634,0.03104575163398693,0.0528322440087146,0.09531590413943355,0.12454611474219317,0.1526870007262164,0.13217138707334786,0.2204066811909949,0.07225853304284677,0.06390704429920116
"Gillespie County, Texas",50.3,16326,9813,58325,80569,33515,25433,47274,36044,24.766631575565253,0.22916666666666666,0.7498855311355311,0.000724969474969475,0.0002670940170940171,0.0016025641025641025,0.0,0.0012973137973137973,0.017055860805860804,0.4857677045177045,0.5142322954822954,0.049679487179487176,0.049526862026862024,0.06188949938949939,0.05918040293040293,0.045024420024420024,0.08104395604395605,0.09954975579975579,0.10958485958485958,0.06726953601953602,0.08684371184371184,0.14957264957264957,0.09916819291819291,0.041666666666666664,0.812270318362926,0.18772968163707401,0.04852104133619483,0.04590836987963049,0.10926565270131566,0.11113184659886162,0.12120929364560978,0.19968274703741717,0.10310721283941401,0.15069515722683588,0.047121395913035366,0.06335728282168518
"Gonzales County, Texas",36.5,10461,7731,53006,73239,26618,30835,40978,31465,19.374961328825915,0.504959597425848,0.41936420380316447,0.06561184497024242,0.000822567377945517,0.002516088450186287,0.0001935452653989452,0.0,0.0065321527072144,0.5055402332220448,0.49445976677795517,0.0729181787390526,0.07591813035273624,0.07736971984322834,0.06720859340978372,0.06362800599990323,0.11951420138384865,0.1095950065321527,0.12207867615038467,0.07214399767745681,0.05840228383413171,0.09207916001354817,0.05104756374897179,0.018096482314801373,0.8007751177394035,0.19922488226059654,0.05433878569448295,0.06071527585250901,0.11034100360410314,0.11990573884114222,0.12655946770169116,0.21264208483504296,0.11546991960077627,0.11006376490158026,0.04782367618519545,0.042140282783476576
"Lynn County, Texas",38.2,3221,2261,43524,66719,25279,28134,40344,31563,6.512181749072452,0.47365702479338845,0.49104683195592286,0.01050275482093664,0.003615702479338843,0.007403581267217631,0.0006887052341597796,0.0,0.013085399449035813,0.5125688705234159,0.487431129476584,0.06766528925619834,0.08264462809917356,0.0747245179063361,0.06990358126721763,0.04993112947658402,0.11914600550964187,0.11880165289256199,0.12327823691460055,0.062155647382920114,0.06336088154269973,0.0893595041322314,0.06267217630853994,0.016356749311294765,0.8246618106139438,0.1753381893860562,0.08626347866854196,0.08626347866854196,0.1326769807782466,0.0947022972339428,0.1589310829817159,0.13595874355368026,0.08016877637130802,0.14064697609001406,0.030942334739803096,0.053445850914205346
"Young County, Texas",41.4,10708,6048,47194,64653,25855,30734,49142,27542,19.80758842556244,0.18394611902395938,0.7825990946229435,0.019542894998343822,0.0061830628243347684,0.0049133267086231645,0.0,0.0,0.0028155018217952965,0.492988848404549,0.5070111515954511,0.06034006845533841,0.06420448272054764,0.07292701777630561,0.07265098818593353,0.04306061609804571,0.11438666225019323,0.10980457105001656,0.12504140443855583,0.06768245555923595,0.07198851716904052,0.1058297449486585,0.06050568620956166,0.031577785138566856,0.8141374474053296,0.1858625525946704,0.05826882477128782,0.04560168895144265,0.10654468684025334,0.12329345531315974,0.1864883884588318,0.17902885292047854,0.10809289232934553,0.15003518648838846,0.024208304011259677,0.018437719915552427
"Zapata County, Texas",29.6,4596,6540,31113,52009,17228,18938,36461,24946,14.39185426457214,0.9424455424872991,0.042800473241004944,0.0,0.0,0.012457373512422576,0.0,0.0,0.002296610759273436,0.499478043009256,0.500521956990744,0.09715359454380959,0.1278446655995546,0.06242605609297794,0.066253740691767,0.08546175795114483,0.12262509569211497,0.11775349711183798,0.10146843900062635,0.04133899366692185,0.03855522304962071,0.07495302387083304,0.0522652933398288,0.01190061938896235,0.7065717873587275,0.2934282126412725,0.16208853575482407,0.06242905788876277,0.15891032917139614,0.16345062429057888,0.15664018161180476,0.11441543700340522,0.09693530079455165,0.04880817253121453,0.017707150964812714,0.018615209988649264
"Hood County, Texas",46.7,36001,20217,59049,80447,32727,35806,52808,37651,135.2518635430136,0.12347761902251278,0.8443964077959966,0.00818966274757913,0.008242385898314617,0.007609708089488761,0.0,0.0,0.008084216446108152,0.49215303773220154,0.5078469622677985,0.054638758545544015,0.05658951512275707,0.06161578882620692,0.06105340855169505,0.045306760865362644,0.10393490448322525,0.09913709776629585,0.12200137080191913,0.07818843254072863,0.07488444842797139,0.13853886574928384,0.07962953199416531,0.024481116324844905,0.8471569883290635,0.15284301167093653,0.05676180071919523,0.03873640129273066,0.09977695844144022,0.09212981929081888,0.14452182620965906,0.17488278938504256,0.1125677090445628,0.16058992216304793,0.06686694888251628,0.05316582457098639
"Hopkins County, Texas",39.5,20840,12601,51877,69253,26267,29824,47254,31592,47.23104111602885,0.1667494481236203,0.7355684326710816,0.06961920529801324,0.0012141280353200883,0.006705298013245033,0.0011589403973509935,0.0009381898454746137,0.01804635761589404,0.49119757174392936,0.5088024282560707,0.0640176600441501,0.06766004415011037,0.07695916114790287,0.06288631346578366,0.058084988962472404,0.12019867549668874,0.11644591611479028,0.1283664459161148,0.06771523178807946,0.05891280353200883,0.10292494481236203,0.05957505518763797,0.016252759381898456,0.8156527568292274,0.18434724317077258,0.06572174561730698,0.04878776575904513,0.11406191719507647,0.12420738530399104,0.12644535621036926,0.2070123088399851,0.1165236851920925,0.11764267064528161,0.0422976501305483,0.03729951510630362
"Ochiltree County, Texas",31.6,6621,2288,49928,70352,24260,27691,51412,24735,11.27620043914851,0.5376884422110553,0.4360262852725164,0.0017394665635871666,0.004541940471588713,0.0015461925009663702,0.0,0.0,0.018457672980286045,0.5054116737533823,0.4945883262466177,0.08735987630459992,0.08059528411287205,0.09654039427908774,0.08755315036722072,0.051314263625821414,0.14157325086973327,0.1417665249323541,0.09827986084267491,0.06107460378817163,0.05363355237727097,0.059721685349826054,0.028314650173946656,0.012272902976420565,0.7914438502673797,0.20855614973262032,0.04182399070577984,0.04240487946558234,0.12372930583793204,0.13679930293348824,0.15625907638687192,0.18268951495788557,0.1187917513796108,0.12431019459773453,0.03223932616903863,0.0409526575660761
"King County, Texas",46.5,150,73,65125,75557,31564,36964,42250,32250,0.2503095934445235,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.5175438596491229,0.4824561403508772,0.07456140350877193,0.06578947368421052,0.08771929824561403,0.06578947368421052,0.008771929824561403,0.10087719298245613,0.09210526315789473,0.10087719298245613,0.20175438596491227,0.05701754385964912,0.07894736842105263,0.06578947368421052,0.0,0.9210526315789473,0.07894736842105263,0.0,0.03296703296703297,0.0,0.14285714285714285,0.26373626373626374,0.16483516483516483,0.14285714285714285,0.1978021978021978,0.0,0.054945054945054944
